Mat:2917 | Nome:Aluno_1917 | Curso:Curso_2 | Ano:2020 | Coef:7.00
Mat:2955 | Nome:Aluno_1955 | Curso:Curso_0 | Ano:2018 | Coef:9.00
Mat:2956 | Nome:Aluno_1956 | Curso:Curso_1 | Ano:2019 | Coef:6.00
Mat:2957 | Nome:Aluno_1957 | Curso:Curso_2 | Ano:2020 | Coef:7.00
Mat:2958 | Nome:Aluno_1958 | Curso:Curso_3 | Ano:2021 | Coef:8.00
Mat:2959 | Nome:Aluno_1959 | Curso:Curso_4 | Ano:2022 | Coef:9.00
Mat:2960 | Nome:Aluno_1960 | Curso:Curso_0 | Ano:2018 | Coef:6.00
Mat:2961 | Nome:Aluno_1961 | Curso:Curso_1 | Ano:2019 | Coef:7.00
Mat:2962 | Nome:Aluno_1962 | Curso:Curso_2 | Ano:2020 | Coef:8.00
Mat:2963 | Nome:Aluno_1963 | Curso:Curso_3 | Ano:2021 | Coef:9.00
Mat:2964 | Nome:Aluno_1964 | Curso:Curso_4 | Ano:2022 | Coef:6.00
Mat:2965 | Nome:Aluno_1965 | Curso:Curso_0 | Ano:2018 | Coef:7.00
Mat:2966 | Nome:Aluno_1966 | Curso:Curso_1 | Ano:2019 | Coef:8.00
Mat:2967 | Nome:Aluno_1967 | Curso:Curso_2 | Ano:2020 | Coef:9.00
Mat:2968 | Nome:Aluno_1968 | Curso:Curso_3 | Ano:2021 | Coef:6.00
Mat:2969 | Nome:Aluno_1969 | Curso:Curso_4 | Ano:2022 | Coef:7.00
Mat:2970 | Nome:Aluno_1970 | Curso:Curso_0 | Ano:2018 | Coef:8.00
Mat:2971 | Nome:Aluno_1971 | Curso:Curso_1 | Ano:2019 | Coef:9.00
Mat:2972 | Nome:Aluno_1972 | Curso:Curso_2 | Ano:2020 | Coef:6.00
Mat:2973 | Nome:Aluno_1973 | Curso:Curso_3 | Ano:2021 | Coef:7.00
Mat:2974 | Nome:Aluno_1974 | Curso:Curso_4 | Ano:2022 | Coef:8.00
Mat:2975 | Nome:Aluno_1975 | Curso:Curso_0 | Ano:2018 | Coef:9.00
Mat:2976 | Nome:Aluno_1976 | Curso:Curso_1 | Ano:2019 | Coef:6.00
Mat:2977 | Nome:Aluno_1977 | Curso:Curso_2 | Ano:2020 | Coef:7.00
Mat:2978 | Nome:Aluno_1978 | Curso:Curso_3 | Ano:2021 | Coef:8.00
Mat:2979 | Nome:Aluno_1979 | Curso:Curso_4 | Ano:2022 | Coef:9.00
Mat:2980 | Nome:Aluno_1980 | Curso:Curso_0 | Ano:2018 | Coef:6.00
Mat:2981 | Nome:Aluno_1981 | Curso:Curso_1 | Ano:2019 | Coef:7.00
Mat:2982 | Nome:Aluno_1982 | Curso:Curso_2 | Ano:2020 | Coef:8.00
Mat:2983 | Nome:Aluno_1983 | Curso:Curso_3 | Ano:2021 | Coef:9.00
Mat:2984 | Nome:Aluno_1984 | Curso:Curso_4 | Ano:2022 | Coef:6.00
Mat:2985 | Nome:Aluno_1985 | Curso:Curso_0 | Ano:2018 | Coef:7.00
Mat:2986 | Nome:Aluno_1986 | Curso:Curso_1 | Ano:2019 | Coef:8.00
Mat:2987 | Nome:Aluno_1987 | Curso:Curso_2 | Ano:2020 | Coef:9.00
Mat:2988 | Nome:Aluno_1988 | Curso:Curso_3 | Ano:2021 | Coef:6.00
Mat:2989 | Nome:Aluno_1989 | Curso:Curso_4 | Ano:2022 | Coef:7.00
Mat:2990 | Nome:Aluno_1990 | Curso:Curso_0 | Ano:2018 | Coef:8.00
Mat:2991 | Nome:Aluno_1991 | Curso:Curso_1 | Ano:2019 | Coef:9.00
Mat:2992 | Nome:Aluno_1992 | Curso:Curso_2 | Ano:2020 | Coef:6.00
Mat:2993 | Nome:Aluno_1993 | Curso:Curso_3 | Ano:2021 | Coef:7.00
Mat:2994 | Nome:Aluno_1994 | Curso:Curso_4 | Ano:2022 | Coef:8.00
Mat:2995 | Nome:Aluno_1995 | Curso:Curso_0 | Ano:2018 | Coef:9.00
Mat:2996 | Nome:Aluno_1996 | Curso:Curso_1 | Ano:2019 | Coef:6.00
Mat:2997 | Nome:Aluno_1997 | Curso:Curso_2 | Ano:2020 | Coef:7.00
Mat:2998 | Nome:Aluno_1998 | Curso:Curso_3 | Ano:2021 | Coef:8.00
Mat:2999 | Nome:Aluno_1999 | Curso:Curso_4 | Ano:2022 | Coef:9.00
Mat:3000 | Nome:Aluno_2000 | Curso:Curso_0 | Ano:2018 | Coef:6.00
Mat:3002 | Nome:Aluno_2002 | Curso:Curso_2 | Ano:2020 | Coef:8.00
Mat:3003 | Nome:Aluno_2003 | Curso:Curso_3 | Ano:2021 | Coef:9.00
Mat:3004 | Nome:Aluno_2004 | Curso:Curso_4 | Ano:2022 | Coef:6.00
Mat:3006 | Nome:Aluno_2006 | Curso:Curso_1 | Ano:2019 | Coef:8.00
Mat:3007 | Nome:Aluno_2007 | Curso:Curso_2 | Ano:2020 | Coef:9.00
Mat:3008 | Nome:Aluno_2008 | Curso:Curso_3 | Ano:2021 | Coef:6.00
Mat:3009 | Nome:Aluno_2009 | Curso:Curso_4 | Ano:2022 | Coef:7.00
Mat:3012 | Nome:Aluno_2012 | Curso:Curso_2 | Ano:2020 | Coef:6.00
Mat:3013 | Nome:Aluno_2013 | Curso:Curso_3 | Ano:2021 | Coef:7.00
Mat:3014 | Nome:Aluno_2014 | Curso:Curso_4 | Ano:2022 | Coef:8.00
Mat:3015 | Nome:Aluno_2015 | Curso:Curso_0 | Ano:2018 | Coef:9.00
Mat:3016 | Nome:Aluno_2016 | Curso:Curso_1 | Ano:2019 | Coef:6.00
Mat:3017 | Nome:Aluno_2017 | Curso:Curso_2 | Ano:2020 | Coef:7.00
Mat:3018 | Nome:Aluno_2018 | Curso:Curso_3 | Ano:2021 | Coef:8.00
Mat:3019 | Nome:Aluno_2019 | Curso:Curso_4 | Ano:2022 | Coef:9.00
Mat:3020 | Nome:Aluno_2020 | Curso:Curso_0 | Ano:2018 | Coef:6.00
Mat:3021 | Nome:Aluno_2021 | Curso:Curso_1 | Ano:2019 | Coef:7.00
Mat:3022 | Nome:Aluno_2022 | Curso:Curso_2 | Ano:2020 | Coef:8.00
Mat:3023 | Nome:Aluno_2023 | Curso:Curso_3 | Ano:2021 | Coef:9.00
Mat:3024 | Nome:Aluno_2024 | Curso:Curso_4 | Ano:2022 | Coef:6.00
Mat:3025 | Nome:Aluno_2025 | Curso:Curso_0 | Ano:2018 | Coef:7.00
Mat:3026 | Nome:Aluno_2026 | Curso:Curso_1 | Ano:2019 | Coef:8.00
Mat:3027 | Nome:Aluno_2027 | Curso:Curso_2 | Ano:2020 | Coef:9.00
Mat:3028 | Nome:Aluno_2028 | Curso:Curso_3 | Ano:2021 | Coef:6.00
Mat:3029 | Nome:Aluno_2029 | Curso:Curso_4 | Ano:2022 | Coef:7.00
Mat:3030 | Nome:Aluno_2030 | Curso:Curso_0 | Ano:2018 | Coef:8.00
Mat:3031 | Nome:Aluno_2031 | Curso:Curso_1 | Ano:2019 | Coef:9.00
Mat:3032 | Nome:Aluno_2032 | Curso:Curso_2 | Ano:2020 | Coef:6.00
Mat:3033 | Nome:Aluno_2033 | Curso:Curso_3 | Ano:2021 | Coef:7.00
Mat:3034 | Nome:Aluno_2034 | Curso:Curso_4 | Ano:2022 | Coef:8.00
Mat:3035 | Nome:Aluno_2035 | Curso:Curso_0 | Ano:2018 | Coef:9.00
Mat:3036 | Nome:Aluno_2036 | Curso:Curso_1 | Ano:2019 | Coef:6.00
Mat:3037 | Nome:Aluno_2037 | Curso:Curso_2 | Ano:2020 | Coef:7.00
Mat:3038 | Nome:Aluno_2038 | Curso:Curso_3 | Ano:2021 | Coef:8.00
Mat:3039 | Nome:Aluno_2039 | Curso:Curso_4 | Ano:2022 | Coef:9.00
Mat:3040 | Nome:Aluno_2040 | Curso:Curso_0 | Ano:2018 | Coef:6.00
Mat:3041 | Nome:Aluno_2041 | Curso:Curso_1 | Ano:2019 | Coef:7.00
Mat:3042 | Nome:Aluno_2042 | Curso:Curso_2 | Ano:2020 | Coef:8.00
Mat:3043 | Nome:Aluno_2043 | Curso:Curso_3 | Ano:2021 | Coef:9.00
Mat:3044 | Nome:Aluno_2044 | Curso:Curso_4 | Ano:2022 | Coef:6.00
Mat:3045 | Nome:Aluno_2045 | Curso:Curso_0 | Ano:2018 | Coef:7.00
Mat:3046 | Nome:Aluno_2046 | Curso:Curso_1 | Ano:2019 | Coef:8.00
Mat:3047 | Nome:Aluno_2047 | Curso:Curso_2 | Ano:2020 | Coef:9.00
Mat:3048 | Nome:Aluno_2048 | Curso:Curso_3 | Ano:2021 | Coef:6.00
Mat:3049 | Nome:Aluno_2049 | Curso:Curso_4 | Ano:2022 | Coef:7.00
Mat:3050 | Nome:Aluno_2050 | Curso:Curso_0 | Ano:2018 | Coef:8.00
Mat:3051 | Nome:Aluno_2051 | Curso:Curso_1 | Ano:2019 | Coef:9.00
Mat:3052 | Nome:Aluno_2052 | Curso:Curso_2 | Ano:2020 | Coef:6.00
Mat:3053 | Nome:Aluno_2053 | Curso:Curso_3 | Ano:2021 | Coef:7.00
Mat:3054 | Nome:Aluno_2054 | Curso:Curso_4 | Ano:2022 | Coef:8.00
Mat:3055 | Nome:Aluno_2055 | Curso:Curso_0 | Ano:2018 | Coef:9.00
Mat:3056 | Nome:Aluno_2056 | Curso:Curso_1 | Ano:2019 | Coef:6.00
Mat:3057 | Nome:Aluno_2057 | Curso:Curso_2 | Ano:2020 | Coef:7.00
Mat:3058 | Nome:Aluno_2058 | Curso:Curso_3 | Ano:2021 | Coef:8.00
Mat:3059 | Nome:Aluno_2059 | Curso:Curso_4 | Ano:2022 | Coef:9.00
Mat:3061 | Nome:Aluno_2061 | Curso:Curso_1 | Ano:2019 | Coef:7.00
Mat:3062 | Nome:Aluno_2062 | Curso:Curso_2 | Ano:2020 | Coef:8.00
Mat:3063 | Nome:Aluno_2063 | Curso:Curso_3 | Ano:2021 | Coef:9.00
Mat:3064 | Nome:Aluno_2064 | Curso:Curso_4 | Ano:2022 | Coef:6.00
Mat:3065 | Nome:Aluno_2065 | Curso:Curso_0 | Ano:2018 | Coef:7.00
Mat:3066 | Nome:Aluno_2066 | Curso:Curso_1 | Ano:2019 | Coef:8.00
Mat:3067 | Nome:Aluno_2067 | Curso:Curso_2 | Ano:2020 | Coef:9.00
Mat:3068 | Nome:Aluno_2068 | Curso:Curso_3 | Ano:2021 | Coef:6.00
Mat:3069 | Nome:Aluno_2069 | Curso:Curso_4 | Ano:2022 | Coef:7.00
Mat:3070 | Nome:Aluno_2070 | Curso:Curso_0 | Ano:2018 | Coef:8.00
Mat:3071 | Nome:Aluno_2071 | Curso:Curso_1 | Ano:2019 | Coef:9.00
Mat:3072 | Nome:Aluno_2072 | Curso:Curso_2 | Ano:2020 | Coef:6.00
Mat:3073 | Nome:Aluno_2073 | Curso:Curso_3 | Ano:2021 | Coef:7.00
Mat:3074 | Nome:Aluno_2074 | Curso:Curso_4 | Ano:2022 | Coef:8.00
Mat:3075 | Nome:Aluno_2075 | Curso:Curso_0 | Ano:2018 | Coef:9.00
Mat:3076 | Nome:Aluno_2076 | Curso:Curso_1 | Ano:2019 | Coef:6.00
Mat:3077 | Nome:Aluno_2077 | Curso:Curso_2 | Ano:2020 | Coef:7.00
Mat:3078 | Nome:Aluno_2078 | Curso:Curso_3 | Ano:2021 | Coef:8.00
Mat:3079 | Nome:Aluno_2079 | Curso:Curso_4 | Ano:2022 | Coef:9.00
Mat:3080 | Nome:Aluno_2080 | Curso:Curso_0 | Ano:2018 | Coef:6.00
Mat:3081 | Nome:Aluno_2081 | Curso:Curso_1 | Ano:2019 | Coef:7.00
Mat:3082 | Nome:Aluno_2082 | Curso:Curso_2 | Ano:2020 | Coef:8.00
Mat:3083 | Nome:Aluno_2083 | Curso:Curso_3 | Ano:2021 | Coef:9.00
Mat:3084 | Nome:Aluno_2084 | Curso:Curso_4 | Ano:2022 | Coef:6.00
Mat:3085 | Nome:Aluno_2085 | Curso:Curso_0 | Ano:2018 | Coef:7.00
Mat:3086 | Nome:Aluno_2086 | Curso:Curso_1 | Ano:2019 | Coef:8.00
Mat:3087 | Nome:Aluno_2087 | Curso:Curso_2 | Ano:2020 | Coef:9.00
Mat:3088 | Nome:Aluno_2088 | Curso:Curso_3 | Ano:2021 | Coef:6.00
Mat:3089 | Nome:Aluno_2089 | Curso:Curso_4 | Ano:2022 | Coef:7.00
Mat:3090 | Nome:Aluno_2090 | Curso:Curso_0 | Ano:2018 | Coef:8.00
Mat:3091 | Nome:Aluno_2091 | Curso:Curso_1 | Ano:2019 | Coef:9.00
Mat:3092 | Nome:Aluno_2092 | Curso:Curso_2 | Ano:2020 | Coef:6.00
Mat:3093 | Nome:Aluno_2093 | Curso:Curso_3 | Ano:2021 | Coef:7.00
Mat:3094 | Nome:Aluno_2094 | Curso:Curso_4 | Ano:2022 | Coef:8.00
Mat:3095 | Nome:Aluno_2095 | Curso:Curso_0 | Ano:2018 | Coef:9.00
Mat:3096 | Nome:Aluno_2096 | Curso:Curso_1 | Ano:2019 | Coef:6.00
Mat:3097 | Nome:Aluno_2097 | Curso:Curso_2 | Ano:2020 | Coef:7.00
Mat:3098 | Nome:Aluno_2098 | Curso:Curso_3 | Ano:2021 | Coef:8.00
Mat:3099 | Nome:Aluno_2099 | Curso:Curso_4 | Ano:2022 | Coef:9.00
Mat:3100 | Nome:Aluno_2100 | Curso:Curso_0 | Ano:2018 | Coef:6.00
Mat:3101 | Nome:Aluno_2101 | Curso:Curso_1 | Ano:2019 | Coef:7.00
Mat:3102 | Nome:Aluno_2102 | Curso:Curso_2 | Ano:2020 | Coef:8.00
Mat:3103 | Nome:Aluno_2103 | Curso:Curso_3 | Ano:2021 | Coef:9.00
Mat:3104 | Nome:Aluno_2104 | Curso:Curso_4 | Ano:2022 | Coef:6.00
Mat:3105 | Nome:Aluno_2105 | Curso:Curso_0 | Ano:2018 | Coef:7.00
Mat:3106 | Nome:Aluno_2106 | Curso:Curso_1 | Ano:2019 | Coef:8.00
Mat:3107 | Nome:Aluno_2107 | Curso:Curso_2 | Ano:2020 | Coef:9.00
Mat:3108 | Nome:Aluno_2108 | Curso:Curso_3 | Ano:2021 | Coef:6.00
Mat:3109 | Nome:Aluno_2109 | Curso:Curso_4 | Ano:2022 | Coef:7.00
Mat:3110 | Nome:Aluno_2110 | Curso:Curso_0 | Ano:2018 | Coef:8.00
Mat:3111 | Nome:Aluno_2111 | Curso:Curso_1 | Ano:2019 | Coef:9.00
Mat:3112 | Nome:Aluno_2112 | Curso:Curso_2 | Ano:2020 | Coef:6.00
Mat:3113 | Nome:Aluno_2113 | Curso:Curso_3 | Ano:2021 | Coef:7.00
Mat:3114 | Nome:Aluno_2114 | Curso:Curso_4 | Ano:2022 | Coef:8.00
Mat:3115 | Nome:Aluno_2115 | Curso:Curso_0 | Ano:2018 | Coef:9.00
Mat:3116 | Nome:Aluno_2116 | Curso:Curso_1 | Ano:2019 | Coef:6.00
Mat:3117 | Nome:Aluno_2117 | Curso:Curso_2 | Ano:2020 | Coef:7.00
Mat:3118 | Nome:Aluno_2118 | Curso:Curso_3 | Ano:2021 | Coef:8.00
Mat:3119 | Nome:Aluno_2119 | Curso:Curso_4 | Ano:2022 | Coef:9.00
Mat:3120 | Nome:Aluno_2120 | Curso:Curso_0 | Ano:2018 | Coef:6.00
Mat:3121 | Nome:Aluno_2121 | Curso:Curso_1 | Ano:2019 | Coef:7.00
Mat:3122 | Nome:Aluno_2122 | Curso:Curso_2 | Ano:2020 | Coef:8.00
Mat:3123 | Nome:Aluno_2123 | Curso:Curso_3 | Ano:2021 | Coef:9.00
Mat:3124 | Nome:Aluno_2124 | Curso:Curso_4 | Ano:2022 | Coef:6.00
Mat:3125 | Nome:Aluno_2125 | Curso:Curso_0 | Ano:2018 | Coef:7.00
Mat:3126 | Nome:Aluno_2126 | Curso:Curso_1 | Ano:2019 | Coef:8.00
Mat:3127 | Nome:Aluno_2127 | Curso:Curso_2 | Ano:2020 | Coef:9.00
Mat:3128 | Nome:Aluno_2128 | Curso:Curso_3 | Ano:2021 | Coef:6.00
Mat:3129 | Nome:Aluno_2129 | Curso:Curso_4 | Ano:2022 | Coef:7.00
Mat:3130 | Nome:Aluno_2130 | Curso:Curso_0 | Ano:2018 | Coef:8.00
Mat:3131 | Nome:Aluno_2131 | Curso:Curso_1 | Ano:2019 | Coef:9.00
Mat:3132 | Nome:Aluno_2132 | Curso:Curso_2 | Ano:2020 | Coef:6.00
Mat:3133 | Nome:Aluno_2133 | Curso:Curso_3 | Ano:2021 | Coef:7.00
Mat:3134 | Nome:Aluno_2134 | Curso:Curso_4 | Ano:2022 | Coef:8.00
Mat:3135 | Nome:Aluno_2135 | Curso:Curso_0 | Ano:2018 | Coef:9.00
Mat:3136 | Nome:Aluno_2136 | Curso:Curso_1 | Ano:2019 | Coef:6.00
Mat:3137 | Nome:Aluno_2137 | Curso:Curso_2 | Ano:2020 | Coef:7.00
Mat:3138 | Nome:Aluno_2138 | Curso:Curso_3 | Ano:2021 | Coef:8.00
Mat:3139 | Nome:Aluno_2139 | Curso:Curso_4 | Ano:2022 | Coef:9.00
Mat:3140 | Nome:Aluno_2140 | Curso:Curso_0 | Ano:2018 | Coef:6.00
Mat:3141 | Nome:Aluno_2141 | Curso:Curso_1 | Ano:2019 | Coef:7.00
Mat:3142 | Nome:Aluno_2142 | Curso:Curso_2 | Ano:2020 | Coef:8.00
Mat:3143 | Nome:Aluno_2143 | Curso:Curso_3 | Ano:2021 | Coef:9.00
Mat:3144 | Nome:Aluno_2144 | Curso:Curso_4 | Ano:2022 | Coef:6.00
Mat:3145 | Nome:Aluno_2145 | Curso:Curso_0 | Ano:2018 | Coef:7.00
Mat:3146 | Nome:Aluno_2146 | Curso:Curso_1 | Ano:2019 | Coef:8.00
Mat:3147 | Nome:Aluno_2147 | Curso:Curso_2 | Ano:2020 | Coef:9.00
Mat:3148 | Nome:Aluno_2148 | Curso:Curso_3 | Ano:2021 | Coef:6.00
Mat:3149 | Nome:Aluno_2149 | Curso:Curso_4 | Ano:2022 | Coef:7.00
Mat:3150 | Nome:Aluno_2150 | Curso:Curso_0 | Ano:2018 | Coef:8.00
Mat:3151 | Nome:Aluno_2151 | Curso:Curso_1 | Ano:2019 | Coef:9.00
Mat:3152 | Nome:Aluno_2152 | Curso:Curso_2 | Ano:2020 | Coef:6.00
Mat:3153 | Nome:Aluno_2153 | Curso:Curso_3 | Ano:2021 | Coef:7.00
Mat:3154 | Nome:Aluno_2154 | Curso:Curso_4 | Ano:2022 | Coef:8.00
Mat:3155 | Nome:Aluno_2155 | Curso:Curso_0 | Ano:2018 | Coef:9.00
Mat:3156 | Nome:Aluno_2156 | Curso:Curso_1 | Ano:2019 | Coef:6.00
Mat:3157 | Nome:Aluno_2157 | Curso:Curso_2 | Ano:2020 | Coef:7.00
Mat:3158 | Nome:Aluno_2158 | Curso:Curso_3 | Ano:2021 | Coef:8.00
Mat:3159 | Nome:Aluno_2159 | Curso:Curso_4 | Ano:2022 | Coef:9.00
Mat:3160 | Nome:Aluno_2160 | Curso:Curso_0 | Ano:2018 | Coef:6.00
Mat:3161 | Nome:Aluno_2161 | Curso:Curso_1 | Ano:2019 | Coef:7.00
Mat:3162 | Nome:Aluno_2162 | Curso:Curso_2 | Ano:2020 | Coef:8.00
Mat:3163 | Nome:Aluno_2163 | Curso:Curso_3 | Ano:2021 | Coef:9.00
Mat:3164 | Nome:Aluno_2164 | Curso:Curso_4 | Ano:2022 | Coef:6.00
Mat:3165 | Nome:Aluno_2165 | Curso:Curso_0 | Ano:2018 | Coef:7.00
Mat:3166 | Nome:Aluno_2166 | Curso:Curso_1 | Ano:2019 | Coef:8.00
Mat:3167 | Nome:Aluno_2167 | Curso:Curso_2 | Ano:2020 | Coef:9.00
Mat:3168 | Nome:Aluno_2168 | Curso:Curso_3 | Ano:2021 | Coef:6.00
Mat:3169 | Nome:Aluno_2169 | Curso:Curso_4 | Ano:2022 | Coef:7.00
Mat:3170 | Nome:Aluno_2170 | Curso:Curso_0 | Ano:2018 | Coef:8.00
Mat:3171 | Nome:Aluno_2171 | Curso:Curso_1 | Ano:2019 | Coef:9.00
Mat:3172 | Nome:Aluno_2172 | Curso:Curso_2 | Ano:2020 | Coef:6.00
Mat:3173 | Nome:Aluno_2173 | Curso:Curso_3 | Ano:2021 | Coef:7.00
Mat:3174 | Nome:Aluno_2174 | Curso:Curso_4 | Ano:2022 | Coef:8.00
Mat:3175 | Nome:Aluno_2175 | Curso:Curso_0 | Ano:2018 | Coef:9.00
Mat:3176 | Nome:Aluno_2176 | Curso:Curso_1 | Ano:2019 | Coef:6.00
Mat:3177 | Nome:Aluno_2177 | Curso:Curso_2 | Ano:2020 | Coef:7.00
Mat:3178 | Nome:Aluno_2178 | Curso:Curso_3 | Ano:2021 | Coef:8.00
Mat:3179 | Nome:Aluno_2179 | Curso:Curso_4 | Ano:2022 | Coef:9.00
Mat:3180 | Nome:Aluno_2180 | Curso:Curso_0 | Ano:2018 | Coef:6.00
Mat:3181 | Nome:Aluno_2181 | Curso:Curso_1 | Ano:2019 | Coef:7.00
Mat:3182 | Nome:Aluno_2182 | Curso:Curso_2 | Ano:2020 | Coef:8.00
Mat:3183 | Nome:Aluno_2183 | Curso:Curso_3 | Ano:2021 | Coef:9.00
Mat:3184 | Nome:Aluno_2184 | Curso:Curso_4 | Ano:2022 | Coef:6.00
Mat:3185 | Nome:Aluno_2185 | Curso:Curso_0 | Ano:2018 | Coef:7.00
Mat:3186 | Nome:Aluno_2186 | Curso:Curso_1 | Ano:2019 | Coef:8.00
Mat:3187 | Nome:Aluno_2187 | Curso:Curso_2 | Ano:2020 | Coef:9.00
Mat:3188 | Nome:Aluno_2188 | Curso:Curso_3 | Ano:2021 | Coef:6.00
Mat:3189 | Nome:Aluno_2189 | Curso:Curso_4 | Ano:2022 | Coef:7.00
Mat:3190 | Nome:Aluno_2190 | Curso:Curso_0 | Ano:2018 | Coef:8.00
Mat:3191 | Nome:Aluno_2191 | Curso:Curso_1 | Ano:2019 | Coef:9.00
Mat:3192 | Nome:Aluno_2192 | Curso:Curso_2 | Ano:2020 | Coef:6.00
Mat:3193 | Nome:Aluno_2193 | Curso:Curso_3 | Ano:2021 | Coef:7.00
Mat:3194 | Nome:Aluno_2194 | Curso:Curso_4 | Ano:2022 | Coef:8.00
Mat:3195 | Nome:Aluno_2195 | Curso:Curso_0 | Ano:2018 | Coef:9.00
Mat:3196 | Nome:Aluno_2196 | Curso:Curso_1 | Ano:2019 | Coef:6.00
Mat:3197 | Nome:Aluno_2197 | Curso:Curso_2 | Ano:2020 | Coef:7.00
Mat:3198 | Nome:Aluno_2198 | Curso:Curso_3 | Ano:2021 | Coef:8.00
Mat:3199 | Nome:Aluno_2199 | Curso:Curso_4 | Ano:2022 | Coef:9.00
Mat:3200 | Nome:Aluno_2200 | Curso:Curso_0 | Ano:2018 | Coef:6.00
Mat:3201 | Nome:Aluno_2201 | Curso:Curso_1 | Ano:2019 | Coef:7.00
Mat:3202 | Nome:Aluno_2202 | Curso:Curso_2 | Ano:2020 | Coef:8.00
Mat:3203 | Nome:Aluno_2203 | Curso:Curso_3 | Ano:2021 | Coef:9.00
Mat:3204 | Nome:Aluno_2204 | Curso:Curso_4 | Ano:2022 | Coef:6.00
Mat:3205 | Nome:Aluno_2205 | Curso:Curso_0 | Ano:2018 | Coef:7.00
Mat:3206 | Nome:Aluno_2206 | Curso:Curso_1 | Ano:2019 | Coef:8.00
Mat:3207 | Nome:Aluno_2207 | Curso:Curso_2 | Ano:2020 | Coef:9.00
Mat:3208 | Nome:Aluno_2208 | Curso:Curso_3 | Ano:2021 | Coef:6.00
Mat:3209 | Nome:Aluno_2209 | Curso:Curso_4 | Ano:2022 | Coef:7.00
Mat:3210 | Nome:Aluno_2210 | Curso:Curso_0 | Ano:2018 | Coef:8.00
Mat:3211 | Nome:Aluno_2211 | Curso:Curso_1 | Ano:2019 | Coef:9.00
